"Timestamp","Jsem pracovník","Jsem z fakulty / odjinud","Jsem","O dění na UP jsem vnitřními informačními kanály informován(a)","Dění na UP ohledně vzniku Vysokoškolského ústavu (dále VŠÚ)","Informace získávám","Současné dění okolo VŠÚ na UP považuji za záležitost","Se způsobem, jakým se na UP řeší vznik VŠÚ, jsem","Na dění na UP ohledně vzniku VŠÚ","Na dění na UP ohledně etických kauz","K dění na UP ohledně vzniku VŠÚ","K dění na UP v etických kauzách","Svůj názor na dění na UP ohledně vzniku VŠÚ","Svůj názor na dění na UP ohledně etických kauz","Domníváte se, že některé etické kauzy je potřeba vyřešit před vznikem VŠÚ?","Současné etické kauzy na UP I","Současné etické kauzy na UP II","Dění okolo Etické komise UP","Etické podněty ohledně možného falšování dat považuji za","Etické podněty k chování, komunikaci, práci či rozhodování některých zaměstnanců či vedoucích pracovníků považuji za","Roli univerzitního ombudsmana/ky","Postoje a postup vedení UP v řešení vzniku VŠÚ považuji za","Postoje a postup vedení UP v řešení etických kauz považuji za","Způsob řešení problémů na UP ze strany vedení UP považuji za ","Univerzitu Palackého považuji z hlediska mé vědecké, pedagogické či jiné práce","Ad případný vznik VŠÚ na UP","Mám možnost se svobodně rozhodnout, zda ve VŠÚ chci pracovat nebo ne","Pokud bych měl možnost se rozhodnout, pak bych do VŠÚ ","O anketě jsem se dozvěděl(a) ","Anketu jsem uvítal(a)","Rád budu seznámen(a) s výsledky (budou zveřejněny na UP reflexi)","Comment"
"2020/02/24 10:52:10 PM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF","muž","spíše dostatečně","pravidelně sleduji","z Newsletteru UP;ze zpravodajských serverů;z jiných médií","jen několika fakult","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","spíše ne","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","účelové","účelové","nemám vyhraněný názor","korektní","nedovedu posoudit","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně jsem pro vznik VŠÚ","rozhodně ano","rozhodně chtěl(a) vstoupit","od kolegy/ně","spíše ano","spíše ano","Vedení některých fakult UP by si mělo uvědomit, že vznik VŠÚ je unikátní příležitostí jak na univerzitu přitáhnout prestižní projekty a špičkové vědce. Z jejich přítomnosti pak bude profitovat nejen VŠÚ, ale také jednotlivé fakulty. Pokud ale budou chtít spolupracovat..."
"2020/02/25 12:06:17 AM GMT+1","starší výzkumný pracovník/pracovnice (6 a více let od PhD)","PřF;bývalý zaměstnanec / bývalá zaměstnankyně UP","muž","spíše dostatečně","pravidelně sleduji","z www stránek UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","z části účelové","nemám vyhraněný názor","zaujaté","mírně zaujaté","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","spíše ano","možná vstoupil(a), ale ne za současných podmínek","z UP reflexe;z dŽurnálu","ano","ano","Na diskusních fórech UP jsem se již několikrát vyjádřil, vůbec se mi nelíbí, že diskuse k VŠU, který mimochodem považuji za omyl vedení UP, vedla až k nenávisti mezi lidmi, k praktikám udávání, odposlechů, vzájemné dehonestace atd., které na univerzitní půdu nepatří!"
"2020/02/25 12:39:01 AM GMT+1","Mgr student(ka)","LF","muž","spíše nedostatečně","zběžně sleduji","z Newsletteru UP;z www stránek mé fakulty;ze sociálních sítí;z jiných médií","jen několika fakult","spíše nespokojen(a)","mám utvořen vlastní názor","názor si neustále tvořím","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za korektní","účelové","účelové","je spíše zbytečná","korektní","korektní","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","spíše jsem pro vznik VŠÚ","nevím / netýká se mne","nevím, netýká se mne","ze sociálních sítí","je mi to jedno","ano","Pěkný dotazník, už se těším na vysledky. "
"2020/02/25 2:14:14 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","PřF;bývalý zaměstnanec / bývalá zaměstnankyně UP","žena","dostatečně","pravidelně sleduji","z www stránek UP;z www stránek mé fakulty;z dŽurnálu;ze sociálních sítí;ze zpravodajských serverů;ze serveru Věda a výzkum","celé univerzity","nespokojen(a)","mám utvořen vlastní názor","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","nepovažuji za účelové","nepovažuji za účelové","je zcela zbytečná","zaujaté","zaujaté","rozhodně netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","rozhodně nejsem pro vznik VŠÚ","nevím / netýká se mne","nechtěl(a) vstoupit","z dŽurnálu;ze sociálních sítí","ano","ano","Beru-li v potaz, že by CATRIN vznikla, nedovedu si představit fungování takového kolosu pod vedením lidí, kteří dělají podvody ve vědeckém výzkumu, lidsky se nezastaví téměř před ničím a jejich základní životní hodnotou jsou peníze. To nemůže dobře dopadnout.... nehledě na to, že Přírodovědecká fakulta tím velmi, velmi ztratí..... to je dnes jasné každému člověku s mozkem v hlavě, i kdyby prof. Zbořil říkal cokoliv o excelenci. Být excelentní na základě podvodů, žalob, lží....nejlépe by udělal, kdyby se někam uklidil a dlouho nevylezl - našetřeno z šestimilionových platů jistě má."
"2020/02/25 2:38:16 AM GMT+1","Mgr student(ka)","LF","žena","spíše dostatečně","nesleduji, neboť nemám informace","z www stránek mé fakulty;ze sociálních sítí","nedovedu posoudit","nemám jasný názor","nemám utvořen vlastní názor","nemám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych váhal(a) vyjádřit veřejně a podepsat se","nedovedu posoudit","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nedovedu posoudit","nedovedu posoudit","nemám vyhraněný názor","nedovedu posoudit","nedovedu posoudit","nedovedu posoudit","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","ze sociálních sítí","spíše ano","spíše ano","Zjišťuju, že funguje nepřímá úměra mezi množstvím anatomie a informacemi z běžného života, což očividně silně postihuje moji úroveň přehledu o dění fakultě 😅"
"2020/02/25 4:29:21 AM GMT+1","Mgr student(ka)","LF","muž","dostatečně","zběžně sleduji","z www stránek UP","nedovedu posoudit","nemám jasný názor","nemám utvořen vlastní názor","názor si neustále tvořím","občas vyjadřuji veřejně svůj názor","občas vyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych váhal(a) vyjádřit veřejně a podepsat se","nedovedu posoudit","pokládám za nevelký problém","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","účelové","z části účelové","bych spíše uvítal(a)","nedovedu posoudit","nedovedu posoudit","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","spíše ano","spíše chtěl(a) vstoupit","ze sociálních sítí","spíše ne","ano","Zaveďte už prosím ubrousky na ruky na pánských záchodech LF.... "
"2020/02/25 6:11:40 AM GMT+1","PhD student(ka)","bývalý/á student(ka) UP","žena","spíše dostatečně","zběžně sleduji","ze zpravodajských serverů","celé univerzity","spíše nespokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych vyjádřil(a) pouze anonymně","spíše ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","nevím, o co jde / nesleduji","účelové","účelové","nemám vyhraněný názor","zaujaté","nedovedu posoudit","spíše netransparentní","za místo s problémy, které překračují hranici obvyklých problémů na instituci podobného typu","spíše nejsem pro vznik VŠÚ","nevím / netýká se mne","nechtěl(a) vstoupit","ze sociálních sítí","spíše ano","ano",":) "
"2020/02/25 6:33:39 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","FF","žena","dostatečně","zběžně sleduji","z www stránek UP;z Newsletteru UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z jiných médií","celé univerzity","nemám jasný názor","nemám utvořen vlastní názor","nemám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","určitě ano","pokládám za nevelký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","nepovažuji za účelové","nemám vyhraněný názor","nedovedu posoudit","nedovedu posoudit","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nevím, netýká se mne","od kolegy/ně","ano","ano","
Skvělý přístup, že oslovíte všechny zaměstnance UP, ne jen akademickou obec."
"2020/02/25 6:35:49 AM GMT+1","administrativní/hospodářský/technický pracovník/pracovnice/manažer(ka)","PřF","žena","nezajímá mne","zběžně sleduji","z Newsletteru UP","nedovedu posoudit","nemám jasný názor","nemám utvořen vlastní názor","nemám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","nedovedu posoudit","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nedovedu posoudit","nedovedu posoudit","nemám vyhraněný názor","nedovedu posoudit","nedovedu posoudit","nedovedu posoudit","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","z oficiálního e-mailu/stránky UP;z dŽurnálu","je mi to jedno","je mi to jedno","Nic"
"2020/02/25 7:00:39 AM GMT+1","Mgr student(ka)","LF","žena","nedostatečně","zběžně sleduji","z Newsletteru UP;ze zpravodajských serverů","celé univerzity","nemám jasný názor","nemám utvořen vlastní názor","nemám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych váhal(a) vyjádřit veřejně a podepsat se","nedovedu posoudit","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nedovedu posoudit","nedovedu posoudit","je zcela zbytečná","mírně zaujaté","nedovedu posoudit","spíše netransparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","nemám jasný názor","nevím / netýká se mne","nevím, netýká se mne","ze sociálních sítí","spíše ne","ano","Problémy či kauzy boli, sú, aj budú. Nielen u nás. Ide o korektnosť ich riešenia a zachovania dobrého mena univerzity."
"2020/02/25 7:06:10 AM GMT+1","Mgr student(ka)","LF","žena","vůbec","nesleduji, neboť nemám informace","Informace nemám","nedovedu posoudit","nemám jasný názor","nemám utvořen vlastní názor","nemám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","nedovedu posoudit","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nevím, o co jde / nesleduji","nedovedu posoudit","nedovedu posoudit","nemám vyhraněný názor","nedovedu posoudit","nedovedu posoudit","nedovedu posoudit","nedovedu posoudit","nemám jasný názor","nevím / netýká se mne","nejsem rozhodnut(a)","ze sociálních sítí","je mi to jedno","spíše ano","Som v prvom ročníku a teda žiadne informácie ohľadom týchto problémov sa ku mne dosiaľ nedostali."
"2020/02/25 7:35:06 AM GMT+1","mladší výzkumný pracovník/pracovnice (do 5 let od PhD)","PřF;bývalý/á student(ka) UP","muž","spíše dostatečně","zběžně sleduji","z www stránek UP;z Newsletteru UP;z www stránek mé fakulty;z vnitřní platformy UP reflexe;z dŽurnálu","celé univerzity","nespokojen(a)","názor si neustále tvořím","mám utvořen vlastní názor","nevyjadřuji veřejně svůj názor","nevyjadřuji veřejně svůj názor","bych váhal(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za ne vždy korektní","nepovažuji za účelové","nedovedu posoudit","bych spíše uvítal(a)","zaujaté","zaujaté","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","nevím / netýká se mne","nechtěl(a) vstoupit","z UP reflexe;z oficiálního e-mailu/stránky fakulty;z dŽurnálu","ano","ano","Dle mého názoru je velmi důležité zjistit postoje širší akademické obce (zejména mimo PřF), která se sice většinou veřejně nevyjadřuje, ale jistě má na současné dění nějaký názor. Tento anonymní průzkum by mohl být právě tím nástrojem, který podobnou zpětnou vazbu získá. Podaří-li se sesbírat slušný vzorek odpovědí (mám na mysli hlavně mimo PřF, protože na PřF jsou odpovědi tak nějak jasně polarizované), pak to může pomoci pochopit aktérům aktuálních sporů, na čí straně stojí většina akademické obce. Zjištěné poznatky tak mohou mít velkou váhu a hrát důležitou roli. Opravdu moc děkuji za tuto iniciativu! Petr Šimáček (KGG, PřF)"
"2020/02/25 7:39:20 AM GMT+1","PhD student(ka)","LF","žena","spíše dostatečně","zběžně sleduji","z www stránek UP;z Newsletteru UP;ze sociálních sítí;ze serveru Věda a výzkum","celé univerzity","nemám jasný názor","názor si neustále tvořím","mám utvořen vlastní názor","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych se neobával(a) vyjádřit veřejně a podepsat se","bych se neobával(a) vyjádřit veřejně a podepsat se","určitě ano","pokládám za nevelký problém","pokládám za dobře řešené","považuji za ne vždy korektní","nedovedu posoudit","nedovedu posoudit","bych rozhodně uvítal(a)","zaujaté","zaujaté","spíše transparentní","za místo s jistými problémy, které však nepřekračují hranici obvyklých problémů na instituci podobného typu","jsem pro vznik VŠÚ, ale po vyřešení některých důležitých otázek","spíše ano","nejsem rozhodnut(a)","ze sociálních sítí","spíše ano","ano","Děkuji za vaši práci"
"2020/02/25 7:59:40 AM GMT+1","Mgr student(ka)","LF","muž","vůbec","pravidelně sleduji","z dŽurnálu","jen několika fakult","nespokojen(a)","mám utvořen vlastní názor","názor si neustále tvořím","málokdy vyjadřuji veřejně svůj názor","málokdy vyjadřuji veřejně svůj názor","bych vyjádřil(a) pouze anonymně","bych vyjádřil(a) pouze anonymně","určitě ano","pokládám za velký problém","pokládám za nepříliš dobře řešené","považuji za nekorektní","účelové","nepovažuji za účelové","je zcela zbytečná","zaujaté","zaujaté","rozhodně netransparentní","za místo bez problémů","rozhodně nejsem pro vznik VŠÚ","rozhodně ne","nechtěl(a) vstoupit","z dŽurnálu","ano","ano","Bez poznámek"
